OBJECTID,CD_ACID,ANO,DATA_ACID,DIA_ACID,HORA_ACID,CD_MES_ACI,MES_ACID,CD_DIA_SEM,DIA_SEMANA,CD_END_OCO,END_OCOR,NUM_KM_END,CD_ESQ,ESQUINA,PROXIMO,BAIRRO_OCO,CD_BAIRRO_,BAIRRO_GEO,CD_REGIONA,REGIONAL,MUNICIPIO,NUM_VIT_FA,TP_ACIDENT,TP_ESPECIE,TP_OUTRO_V,CS_VELOCID,CS_ALCOOL,CS_INFRAES,CS_TRANS_L,CS_TRANS_1,CS_DESREP_,FONTE,OBS_ACID,GEORREF,COORD_N_SA,COORD_E_SA,LAT_SIRGAS,LON_SIRGAS
3281,202120046.0,2021,2021-03-29,2021-03-29,1899-12-30,3,MARÇO,2,SEGUNDA-FEIRA,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,6400,,,PROX VIADUTO CAIUA// PROX MECANICA BRITO,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180173.53900147,666185.90698242,-25.48663556,-49.34719445
3282,202120047.0,2021,2021-03-29,2021-03-29,1899-12-30,3,MARÇO,2,SEGUNDA-FEIRA,N961A,R. PE. PAULO WARKOCZ,670,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,CHOQUE,MOTOCICLETA,AUTO ESTACIONADO,SIM,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185255.02459717,665465.52661133,-25.44084663,-49.35498281
3283,202120048.0,2021,2021-03-30,2021-03-30,1899-12-30,3,MARÇO,3,TERÇA-FEIRA,S007,R. ENGS. REBOUÇAS,,S030,R. ROCKEFELLER,CASA DO PRODUTOR,REBOUÇAS,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,QUEDA,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184872.68762207,674701.60662842,-25.44324052,-49.26311523
3284,202120049.0,2021,2021-03-31,2021-03-31,1899-12-30,3,MARÇO,4,QUARTA-FEIRA,S024,R. DES. WESTPHALEN,2446,,,,CENTRO,25,PAROLIN,7,REGIONAL PORTÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,CAMINHÃO,,,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7183755.60418701,674668.4921875,-25.45332763,-49.26329974
3285,202120050.0,2021,2021-04-02,2021-04-02,1899-12-30,4,ABRIL,6,SEXTA-FEIRA,S017K,R. ALBERTO TWARDOWSKI,357,,,,JARDIM BOTÂNICO,7,JARDIM BOTÂNICO,1,REGIONAL MATRIZ,CURITIBA,1,CHOQUE,MOTOCICLETA,POSTE,SIM,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184576.20941162,676450.54541016,-25.44570993,-49.24568992
3286,202120051.0,2021,2021-04-08,2021-04-08,1899-12-30,4,ABRIL,5,QUINTA-FEIRA,S842A,R. DR. CARLOS BRUNO BREITHAUPT,,S841,R. DR. BRONISLAU OSTOJA ROGUSKI,UPA CARMARGO/COCA-COLA,JARDIM DAS AMÉRICAS,22,JARDIM DAS AMÉRICAS,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,MOTOCICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182290.60119629,679151.36083984,-25.46601693,-49.21853666
3287,202120052.0,2021,2021-04-15,2021-04-15,1899-12-30,4,ABRIL,5,QUINTA-FEIRA,W104D,R. PAULINA ADER,160,W119,R. CEL. HERCULANO DE ARAÚJO,,NOVO MUNDO,41,NOVO MUNDO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180040.54364014,671105.63800049,-25.4872765,-49.29825036
3288,202120053.0,2021,2021-04-16,2021-04-16,1899-12-30,4,ABRIL,6,SEXTA-FEIRA,W908,R. MONS. IVO ZANLORENZI,611,,,,CAMPINA DO SIQUEIRA,30,CAMPINA DO SIQUEIRA,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,SIM,SIM,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185411.98120117,669629.30303955,-25.43896032,-49.31360881
3289,202120054.0,2021,2021-04-17,2021-04-17,1899-12-30,4,ABRIL,7,SÁBADO,C333,BR 476,146,,,DEPÓSITO ELETROLUX,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173007.16943359,667803.39239502,-25.55114142,-49.33021319
3290,202120055.0,2021,2021-04-18,2021-04-18,,4,ABRIL,1,DOMINGO,,,,,,,,0,-,0,-,CURITIBA,1,QUEDA,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO INDEFINIDA,7186379.59362793,673904.80218506,-25.42973202,-49.27123067
3291,202120056.0,2021,2021-04-20,2021-04-20,1899-12-30,4,ABRIL,3,TERÇA-FEIRA,S557,R. CONSTANTINO JOSÉ DE ALMEIDA,,S548,R. TEODOMIRO FURTADO,PRÓXIMO DO BAR,XAXIM,57,XAXIM,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,ÔNIBUS,,SIM,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177381.04022217,674158.79040527,-25.51092661,-49.26754254
119,201020073.0,2010,,,,0,,0,,S957,R. FILIPINAS,,,,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7182174.61138916,680087.33862305,-25.46695059,-49.20921487
1173,201420113.0,2014,2014-07-10,2014-07-10,1899-12-30,7,JULHO,5,QUINTA-FEIRA,E004H,AV. MUNHOZ DA ROCHA,1146,,,AGU - ADVOCACIA GERAL DA UNIÃO/R.CLOVIS BEVILAQUA,CABRAL,16,CABRAL,1,REGIONAL MATRIZ,CURITIBA,1,QUEDA,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188855.92303467,676202.61621094,-25.40710923,-49.24871319
1128,201420091.0,2014,2014-05-28,2014-05-28,1899-12-30,5,MAIO,4,QUARTA-FEIRA,C555,BR 376,"591,4",,,sem referência pela PRF,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182123.91821289,665431.15258789,-25.46911433,-49.35494031
7,201020212.0,2010,2010-07-18,2010-07-18,,7,JULHO,1,DOMINGO,W123,R. PEDRO ZAGONEL,634,W108D,R. OLGA DE ARAÚJO ESPÍNDOLA,,,41,NOVO MUNDO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO FRONTAL,MOTOCICLETA,AUTOMÓVEL,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179850.94439697,670825.49023438,-25.48902022,-49.30101237
34,201020063.0,2010,2010-04-20,2010-04-20,,4,ABRIL,3,TERÇA-FEIRA,C888A,BR 476,131,,,,PRADO VELHO,24,PRADO VELHO,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,MOTOCICLETA,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7183199.46344,676053.58282,-25.45818397,-49.2494565
228,201020011.0,2010,2010-01-24,2010-01-24,,1,JANEIRO,1,DOMINGO,N315A,R. VICTOR BENATO,,N018B,AV. DES. HUGO SIMAS,,PILARZINHO,32,PILARZINHO,4,REGIONAL BOA VISTA,CURITIBA,1,QUEDA,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7190044.54418945,672282.73858643,-25.39683907,-49.28782167
274,201120086.0,2011,2011-04-01,2011-04-01,1899-12-30,4,ABRIL,6,SEXTA-FEIRA,S824,R. RODOLPHO SENFF,,S819,AV. NOSSA SENHORA DE LOURDES,RUA FREI ROGERIO,JARDIM DAS AMÉRICAS,22,JARDIM DAS AMÉRICAS,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7183817.87060547,678188.52441406,-25.45234741,-49.22831196
455,201020137.0,2010,2010-08-09,2010-08-09,,8,AGOSTO,2,SEGUNDA-FEIRA,S646,R. DR. BLEY ZORNIG,,S647K,R. DR. LAURINDO ABELARDO DE BRITO,,BOQUEIRÃO,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ABALROAMENTO TRANSVERSAL,MOTOCICLETA,CAMINHÃO,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177547.32781983,679106.68902588,-25.50883565,-49.21834956
538,201120239.0,2011,2011-09-27,2011-09-27,,9,SETEMBRO,3,TERÇA-FEIRA,C666,BR 277,"70,0",,,,SANTO INÁCIO,46,SANTO INÁCIO,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,COLISÃO,MOTOCICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186386.41680908,668859.61322022,-25.43025208,-49.32138235
1145,201420128.0,2014,2014-08-10,2014-08-10,1899-12-30,8,AGOSTO,1,DOMINGO,C888A,BR 476,122,,,EM FRENTE À DIVESA,ATUBA,55,ATUBA,4,REGIONAL BOA VISTA,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,SIM,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7190704.38623,680441.88324,-25.3899167,-49.20682974
1232,201420202.0,2014,2014-12-23,2014-12-23,1899-12-30,12,DEZEMBRO,3,TERÇA-FEIRA,N375,R. HUMBERTO LEVIS,283,,,,BARREIRINHA,52,BARREIRINHA,4,REGIONAL BOA VISTA,CURITIBA,1,QUEDA,MOTOCICLETA,NÃO SE APLICA,SIM,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7193731.58599854,674593.23278809,-25.36328892,-49.26533675
1280,201420139.0,2014,2014-09-04,2014-09-04,1899-12-30,9,SETEMBRO,5,QUINTA-FEIRA,S471,R. LUPIONÓPOLIS,,S462,R. PORTO RICO,CT. ATLÉTICO,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173092.43139649,673367.7210083,-25.54972984,-49.27485746
2097,201620043.0,2016,2016-04-02,2016-04-02,1899-12-30,4,ABRIL,7,SÁBADO,N728,AV. VER. TOALDO TÚLIO,3540,,,EM FRENTE MAT CONST SIONEK,SÃO BRAZ,60,SÃO BRAZ,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187462.74121094,666155.5960083,-25.42084101,-49.34839424
2098,201620155.0,2016,2016-10-28,2016-10-28,1899-12-30,10,OUTUBRO,6,SEXTA-FEIRA,N746,R. ANTÔNIO ESCORSIN,,N755,R. JOSÉ TOMASI,,SÃO BRAZ,60,SÃO BRAZ,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188152.3591919,667062.82659912,-25.41451434,-49.33946183
2099,201620108.0,2016,2016-07-23,2016-07-23,1899-12-30,7,JULHO,7,SÁBADO,N852,R. MANOEL DAS CHAGAS LIMA,548,,,,SÃO BRAZ,60,SÃO BRAZ,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187128.93463135,666581.64862061,-25.42380655,-49.34411817
2100,201620075.0,2016,2016-06-09,2016-06-09,1899-12-30,6,JUNHO,5,QUINTA-FEIRA,N773,R. JOSÉ RUBENS DE LIMA,,N746,R. ANTÔNIO ESCORSIN,,SÃO BRAZ,60,SÃO BRAZ,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187715.18579102,665090.21221924,-25.41868087,-49.35901487
2101,201620036.0,2016,2016-03-23,2016-03-23,1899-12-30,3,MARÇO,4,QUARTA-FEIRA,N616A,R. VIA VÊNETO,1058,,,,SANTA FELICIDADE,63,SANTA FELICIDADE,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,SIM,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7189516.4642334,668212.39398193,-25.40207138,-49.32820578
2236,201720114.0,2017,2017-08-13,2017-08-13,,8,AGOSTO,1,DOMINGO,,,,,,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,MOTOCICLETA,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO INDEFINIDA,7183323.91503906,680271.03643799,-25.45655457,-49.20754213
2241,201720130.0,2017,2017-09-17,2017-09-17,1899-12-30,9,SETEMBRO,1,DOMINGO,C666,BR 277,"100,5",,,,CIDADE INDUSTRIAL DE CURITIBA,59,ORLEANS,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,SIM,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186185.64959717,663634.61560059,-25.43264873,-49.37329779
2246,201720133.0,2017,2017-09-23,2017-09-23,1899-12-30,9,SETEMBRO,7,SÁBADO,W430,R. PAUL GARFUNKEL,1625,,,FEDEX E USE ENGENHARIA,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7174172.17858887,667233.21838379,-25.54068995,-49.33603192
2251,201720142.0,2017,2017-10-13,2017-10-13,1899-12-30,10,OUTUBRO,6,SEXTA-FEIRA,N254A,R. ANTÔNIO MARCHIORATO,211,,,,CACHOEIRA,51,CACHOEIRA,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7195102.22143555,675648.51678467,-25.350793,-49.25503051
2256,201720140.0,2017,2017-10-10,2017-10-10,1899-12-30,10,OUTUBRO,3,TERÇA-FEIRA,S207,AV. PRES. KENNEDY,3945,,,,PORTÃO,27,PORTÃO,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181274.37823486,671915.2512207,-25.47604568,-49.29035631
2261,201720153.0,2017,2017-11-13,2017-11-13,1899-12-30,11,NOVEMBRO,2,SEGUNDA-FEIRA,C888A,BR 476,135,C003,R. BRIG. FRANCO,,CAPÃO RASO,39,FANNY,8,REGIONAL PINHEIRINHO,CURITIBA,1,CHOQUE,MOTOCICLETA,NÃO SE APLICA,SIM,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180548.49041748,674495.8591919,-25.4822965,-49.26460067
2113,201720002.0,2017,2017-01-05,2017-01-05,1899-12-30,1,JANEIRO,5,QUINTA-FEIRA,C888,BR 116,115.2,,,NA ALÇA DE ACESSO DO CONTORNO LESTE,PINHEIRINHO,74,TATUQUARA,12,REGIONAL TATUQUARA,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,SIM,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173503.56323,670467.31842,-25.54635601,-49.30376917
2114,201720012.0,2017,,,,1,JANEIRO,0,,,,,,,,,0,-,0,-,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO INDEFINIDA,7186391.13378906,673901.55938721,-25.42962823,-49.27126439
460,201020162.0,2010,,,,0,,0,,S046,AV. COM. FRANCO,,S885,R. AUGUSTO ZIBARTH,,,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179453.37139893,679469.51361084,-25.49158764,-49.21499512
973,201320160.0,2013,2013-04-12,2013-04-12,1899-12-30,4,ABRIL,6,SEXTA-FEIRA,N633A,R. EGÍDIO ANTÔNIO ZAMILIAN,,,,,SANTA FELICIDADE,63,SANTA FELICIDADE,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,VAN,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,VAN ESCOLAR,,7189966.71459961,668319.55780029,-25.39799497,-49.32719682
1924,201620129.0,2016,2016-09-05,2016-09-05,1899-12-30,9,SETEMBRO,2,SEGUNDA-FEIRA,S527,R. FRANCISCO DEROSSO,2520,S590A,R. ALCEBÍADES MERLIN,,XAXIM,57,XAXIM,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177352.10821533,674856.22338867,-25.51110559,-49.26060154
2025,201620132.0,2016,2016-09-12,2016-09-12,1899-12-30,9,SETEMBRO,2,SEGUNDA-FEIRA,S658P,R. WILSON DACHEUX PEREIRA,,,,EMBAIXO VIADUTO AV MAL FLORIANO,ALTO BOQUEIRÃO,64,ALTO BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,TREM,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175871.26342773,678267.64263916,-25.52406522,-49.22647271
88,201020108.0,2010,2010-05-03,2010-05-03,,5,MAIO,2,SEGUNDA-FEIRA,S909,R. MIGUEL CALUF,,S910C,R. SÃO VICENTE PALLOTTI,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184452.02282715,678519.55560303,-25.44658367,-49.22510486
677,201220026.0,2012,2012-02-06,2012-02-06,1899-12-30,2,FEVEREIRO,2,SEGUNDA-FEIRA,W779M,R. DURVAL LEOPOLDO LANDAL,,W682F,R. VALE DOS PÁSSAROS,TERMINAL CAIUA,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,SIM,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179751.58123779,665936.38079834,-25.4904724,-49.34962401
3293,202120058.0,2021,2021-04-22,2021-04-22,1899-12-30,4,ABRIL,5,QUINTA-FEIRA,N812C,R. WALDOMIRO ANTÔNIO DALARMI,160,,,DENTRO DO CONDOMÍNIO GREEN FIELDS,SANTA FELICIDADE,63,SANTA FELICIDADE,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187958.22161865,667488.67120361,-25.41621889,-49.33520518
3292,202120057.0,2021,2021-04-22,2021-04-22,1899-12-30,4,ABRIL,5,QUINTA-FEIRA,W425D,R. LUÍS ATÍLIO DE MACEDO,55,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,CHOQUE,MOTOCICLETA,CARRINHO DE ESPETINHOS,SIM,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175132.48962402,666873.9039917,-25.53206216,-49.33972636
3294,202120059.0,2021,2021-04-23,2021-04-23,1899-12-30,4,ABRIL,6,SEXTA-FEIRA,W503,R. SEN. ACCIOLY FILHO,,W632,R. ARTHUR MARTINS FRANCO,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,SIM,SIM,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179035.01898193,667379.39282227,-25.49677836,-49.33518335
3295,202120060.0,2021,2021-04-29,2021-04-29,1899-12-30,4,ABRIL,5,QUINTA-FEIRA,S947,R. LEONARDO NOVICKI,,S948B,R. FERNANDO ZIBARTH,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,SIM,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182378.17199707,681355.67962647,-25.4649588,-49.19663134
3296,202120061.0,2021,2021-05-02,2021-05-02,1899-12-30,5,MAIO,1,DOMINGO,C666,BR 277,94,,,"ROD CAFÉ, EM FRENTE AO PARQUE BARIGUI",BIGORRILHO,46,SANTO INÁCIO,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186249.56341553,669471.16400147,-25.43141781,-49.31528608
135,201120017.0,2011,2011-01-27,2011-01-27,1899-12-30,1,JANEIRO,5,QUINTA-FEIRA,S347,R. JOSÉ JÚLIO TORTATO,20,,,CHACARA TORTATO,CAMPO DE SANTANA,71,CAMPO DE SANTANA,12,REGIONAL TATUQUARA,CURITIBA,1,CAPOTAMENTO,IGNORADO,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7167254.69598389,669016.68164063,-25.6029278,-49.31741454
1207,201420105.0,2014,2014-06-27,2014-06-27,1899-12-30,6,JUNHO,6,SEXTA-FEIRA,S382,R. ANA GABARDO NEGRELLI,,S312,R. NICOLA PELLANDA,IGREJA MATRIZ,UMBARÁ,73,UMBARÁ,10,REGIONAL BAIRRO NOVO,CURITIBA,1,COLISÃO,MOTOCICLETA,MOTOCICLETA,,SIM,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7168105.54138184,673011.38519287,-25.59478473,-49.27775903
1298,201420085.0,2014,2014-05-13,2014-05-13,1899-12-30,5,MAIO,3,TERÇA-FEIRA,W730,R. RAUL POMPÉIA,S/N,,,,FAZENDINHA,42,FAZENDINHA,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7181091.60681152,667818.0154419,-25.47816466,-49.33107727
2189,201720084.0,2017,2017-06-11,2017-06-11,1899-12-30,6,JUNHO,1,DOMINGO,C555,BR 376,"593,0",,,BOSCH,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,SIM,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175244.29058838,668393.10662842,-25.53088088,-49.32462599
2190,201720083.0,2017,2017-06-10,2017-06-10,1899-12-30,6,JUNHO,7,SÁBADO,C333,BR 476,"145,1",,,EMPRESA PERÓXIDOS,TATUQUARA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,SIM,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173312.08441162,668560.15258789,-25.54830301,-49.3227214
2191,201720085.0,2017,2017-06-12,2017-06-12,1899-12-30,6,JUNHO,2,SEGUNDA-FEIRA,S202A,R. ANDRÉ FERREIRA BARBOSA,,W167,R. JOSÉ RODRIGUES PINHEIRO,AO LADO DA RUA DA CIDADANIA PINHEIRINHO,PINHEIRINHO,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,SIM,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177123.76098633,671467.24700928,-25.51356296,-49.29428226
2192,201720090.0,2017,2017-06-27,2017-06-27,1899-12-30,6,JUNHO,3,TERÇA-FEIRA,N009,R. EDMUNDO SAPORSKI,25,N032B,R. PEDRO NOLASKO PIZZATTO,,MERCÊS,12,MERCÊS,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,BICICLETA,AUTOMÓVEL,,,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186992.94842529,671166.00018311,-25.4245134,-49.29853282
2193,201720082.0,2017,2017-06-09,2017-06-09,1899-12-30,6,JUNHO,6,SEXTA-FEIRA,W762,R. RENATO POLATTI,,W758,R. JOSÉ BENEDITO COTTOLENGO,,CAMPO COMPRIDO,44,CAMPO COMPRIDO,7,REGIONAL PORTÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182996.80023193,667912.40020752,-25.46095642,-49.33037614
2195,201720078.0,2017,2017-06-03,2017-06-03,1899-12-30,6,JUNHO,7,SÁBADO,W311G,R. DES. ERNANI ALMEIDA DE ABREU,,W306I,R. ARCÉSIO DE BARROS LIMA,,TATUQUARA,74,TATUQUARA,12,REGIONAL TATUQUARA,CURITIBA,1,COLISÃO,AUTOMÓVEL,CAMINHONETE,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7171896.14984131,667332.35620117,-25.56122352,-49.33476158
2196,201720077.0,2017,2017-05-27,2017-05-27,1899-12-30,5,MAIO,7,SÁBADO,C039,R. UBALDINO DO AMARAL,,C014L,R. AMINTAS DE BARROS,,ALTO DA RUA XV,5,ALTO DA RUA XV,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186842.52062988,675089.47918701,-25.4254144,-49.25951485
